,geometry,index_right,Unnamed: 0,stationId,x,y,maxTempJanuary,maxTempFebruary,maxTempMarch,maxTempApril,maxTempMay,maxTempJune,maxTempJuly,maxTempAugust,maxTempSeptember,maxTempOctober,maxTempNovember,maxTempDecember
89,"POLYGON ((938433.4348778214 7646684.861747535, 938433.4348778214 7656684.861747535, 928433.4348778214 7656684.861747535, 928433.4348778214 7646684.861747535, 938433.4348778214 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
90,"POLYGON ((938433.4348778214 7656684.861747535, 938433.4348778214 7666684.861747535, 928433.4348778214 7666684.861747535, 928433.4348778214 7656684.861747535, 938433.4348778214 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
119,"POLYGON ((948433.4348778214 7596684.861747535, 948433.4348778214 7606684.861747535, 938433.4348778214 7606684.861747535, 938433.4348778214 7596684.861747535, 948433.4348778214 7596684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
120,"POLYGON ((948433.4348778214 7606684.861747535, 948433.4348778214 7616684.861747535, 938433.4348778214 7616684.861747535, 938433.4348778214 7606684.861747535, 948433.4348778214 7606684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
121,"POLYGON ((948433.4348778214 7616684.861747535, 948433.4348778214 7626684.861747535, 938433.4348778214 7626684.861747535, 938433.4348778214 7616684.861747535, 948433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
122,"POLYGON ((948433.4348778214 7626684.861747535, 948433.4348778214 7636684.861747535, 938433.4348778214 7636684.861747535, 938433.4348778214 7626684.861747535, 948433.4348778214 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
123,"POLYGON ((948433.4348778214 7636684.861747535, 948433.4348778214 7646684.861747535, 938433.4348778214 7646684.861747535, 938433.4348778214 7636684.861747535, 948433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
124,"POLYGON ((948433.4348778214 7646684.861747535, 948433.4348778214 7656684.861747535, 938433.4348778214 7656684.861747535, 938433.4348778214 7646684.861747535, 948433.4348778214 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
125,"POLYGON ((948433.4348778214 7656684.861747535, 948433.4348778214 7666684.861747535, 938433.4348778214 7666684.861747535, 938433.4348778214 7656684.861747535, 948433.4348778214 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
156,"POLYGON ((958433.4348778214 7596684.861747535, 958433.4348778214 7606684.861747535, 948433.4348778214 7606684.861747535, 948433.4348778214 7596684.861747535, 958433.4348778214 7596684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
157,"POLYGON ((958433.4348778214 7606684.861747535, 958433.4348778214 7616684.861747535, 948433.4348778214 7616684.861747535, 948433.4348778214 7606684.861747535, 958433.4348778214 7606684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
158,"POLYGON ((958433.4348778214 7616684.861747535, 958433.4348778214 7626684.861747535, 948433.4348778214 7626684.861747535, 948433.4348778214 7616684.861747535, 958433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
159,"POLYGON ((958433.4348778214 7626684.861747535, 958433.4348778214 7636684.861747535, 948433.4348778214 7636684.861747535, 948433.4348778214 7626684.861747535, 958433.4348778214 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
160,"POLYGON ((958433.4348778214 7636684.861747535, 958433.4348778214 7646684.861747535, 948433.4348778214 7646684.861747535, 948433.4348778214 7636684.861747535, 958433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
161,"POLYGON ((958433.4348778214 7646684.861747535, 958433.4348778214 7656684.861747535, 948433.4348778214 7656684.861747535, 948433.4348778214 7646684.861747535, 958433.4348778214 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
162,"POLYGON ((958433.4348778214 7656684.861747535, 958433.4348778214 7666684.861747535, 948433.4348778214 7666684.861747535, 948433.4348778214 7656684.861747535, 958433.4348778214 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
163,"POLYGON ((958433.4348778214 7666684.861747535, 958433.4348778214 7676684.861747535, 948433.4348778214 7676684.861747535, 948433.4348778214 7666684.861747535, 958433.4348778214 7666684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
200,"POLYGON ((968433.4348778214 7596684.861747535, 968433.4348778214 7606684.861747535, 958433.4348778214 7606684.861747535, 958433.4348778214 7596684.861747535, 968433.4348778214 7596684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
201,"POLYGON ((968433.4348778214 7606684.861747535, 968433.4348778214 7616684.861747535, 958433.4348778214 7616684.861747535, 958433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
202,"POLYGON ((968433.4348778214 7616684.861747535, 968433.4348778214 7626684.861747535, 958433.4348778214 7626684.861747535, 958433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
203,"POLYGON ((968433.4348778214 7626684.861747535, 968433.4348778214 7636684.861747535, 958433.4348778214 7636684.861747535, 958433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
204,"POLYGON ((968433.4348778214 7636684.861747535, 968433.4348778214 7646684.861747535, 958433.4348778214 7646684.861747535, 958433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
205,"POLYGON ((968433.4348778214 7646684.861747535, 968433.4348778214 7656684.861747535, 958433.4348778214 7656684.861747535, 958433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
206,"POLYGON ((968433.4348778214 7656684.861747535, 968433.4348778214 7666684.861747535, 958433.4348778214 7666684.861747535, 958433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
244,"POLYGON ((978433.4348778214 7596684.861747535, 978433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535, 968433.4348778214 7596684.861747535, 978433.4348778214 7596684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
245,"POLYGON ((978433.4348778214 7606684.861747535, 978433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535, 968433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
246,"POLYGON ((978433.4348778214 7616684.861747535, 978433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535, 968433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
247,"POLYGON ((978433.4348778214 7626684.861747535, 978433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535, 968433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
248,"POLYGON ((978433.4348778214 7636684.861747535, 978433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535, 968433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
249,"POLYGON ((978433.4348778214 7646684.861747535, 978433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535, 968433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
250,"POLYGON ((978433.4348778214 7656684.861747535, 978433.4348778214 7666684.861747535, 968433.4348778214 7666684.861747535, 968433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
251,"POLYGON ((978433.4348778214 7666684.861747535, 978433.4348778214 7676684.861747535, 968433.4348778214 7676684.861747535, 968433.4348778214 7666684.861747535, 978433.4348778214 7666684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
252,"POLYGON ((978433.4348778214 7676684.861747535, 978433.4348778214 7686684.861747535, 968433.4348778214 7686684.861747535, 968433.4348778214 7676684.861747535, 978433.4348778214 7676684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
289,"POLYGON ((988433.4348778214 7596684.861747535, 988433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535, 978433.4348778214 7596684.861747535, 988433.4348778214 7596684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
290,"POLYGON ((988433.4348778214 7606684.861747535, 988433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535, 978433.4348778214 7606684.861747535, 988433.4348778214 7606684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
291,"POLYGON ((988433.4348778214 7616684.861747535, 988433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535, 978433.4348778214 7616684.861747535, 988433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
292,"POLYGON ((988433.4348778214 7626684.861747535, 988433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535, 978433.4348778214 7626684.861747535, 988433.4348778214 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
293,"POLYGON ((988433.4348778214 7636684.861747535, 988433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535, 978433.4348778214 7636684.861747535, 988433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
294,"POLYGON ((988433.4348778214 7646684.861747535, 988433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535, 978433.4348778214 7646684.861747535, 988433.4348778214 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
295,"POLYGON ((988433.4348778214 7656684.861747535, 988433.4348778214 7666684.861747535, 978433.4348778214 7666684.861747535, 978433.4348778214 7656684.861747535, 988433.4348778214 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
296,"POLYGON ((988433.4348778214 7666684.861747535, 988433.4348778214 7676684.861747535, 978433.4348778214 7676684.861747535, 978433.4348778214 7666684.861747535, 988433.4348778214 7666684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
297,"POLYGON ((988433.4348778214 7676684.861747535, 988433.4348778214 7686684.861747535, 978433.4348778214 7686684.861747535, 978433.4348778214 7676684.861747535, 988433.4348778214 7676684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
335,"POLYGON ((998433.4348778214 7606684.861747535, 998433.4348778214 7616684.861747535, 988433.4348778214 7616684.861747535, 988433.4348778214 7606684.861747535, 998433.4348778214 7606684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
336,"POLYGON ((998433.4348778214 7616684.861747535, 998433.4348778214 7626684.861747535, 988433.4348778214 7626684.861747535, 988433.4348778214 7616684.861747535, 998433.4348778214 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
337,"POLYGON ((998433.4348778214 7626684.861747535, 998433.4348778214 7636684.861747535, 988433.4348778214 7636684.861747535, 988433.4348778214 7626684.861747535, 998433.4348778214 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
338,"POLYGON ((998433.4348778214 7636684.861747535, 998433.4348778214 7646684.861747535, 988433.4348778214 7646684.861747535, 988433.4348778214 7636684.861747535, 998433.4348778214 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
339,"POLYGON ((998433.4348778214 7646684.861747535, 998433.4348778214 7656684.861747535, 988433.4348778214 7656684.861747535, 988433.4348778214 7646684.861747535, 998433.4348778214 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
340,"POLYGON ((998433.4348778214 7656684.861747535, 998433.4348778214 7666684.861747535, 988433.4348778214 7666684.861747535, 988433.4348778214 7656684.861747535, 998433.4348778214 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
341,"POLYGON ((998433.4348778214 7666684.861747535, 998433.4348778214 7676684.861747535, 988433.4348778214 7676684.861747535, 988433.4348778214 7666684.861747535, 998433.4348778214 7666684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
342,"POLYGON ((998433.4348778214 7676684.861747535, 998433.4348778214 7686684.861747535, 988433.4348778214 7686684.861747535, 988433.4348778214 7676684.861747535, 998433.4348778214 7676684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
382,"POLYGON ((1008433.434877821 7616684.861747535, 1008433.434877821 7626684.861747535, 998433.4348778214 7626684.861747535, 998433.4348778214 7616684.861747535, 1008433.434877821 7616684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
383,"POLYGON ((1008433.434877821 7626684.861747535, 1008433.434877821 7636684.861747535, 998433.4348778214 7636684.861747535, 998433.4348778214 7626684.861747535, 1008433.434877821 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
384,"POLYGON ((1008433.434877821 7636684.861747535, 1008433.434877821 7646684.861747535, 998433.4348778214 7646684.861747535, 998433.4348778214 7636684.861747535, 1008433.434877821 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
385,"POLYGON ((1008433.434877821 7646684.861747535, 1008433.434877821 7656684.861747535, 998433.4348778214 7656684.861747535, 998433.4348778214 7646684.861747535, 1008433.434877821 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
386,"POLYGON ((1008433.434877821 7656684.861747535, 1008433.434877821 7666684.861747535, 998433.4348778214 7666684.861747535, 998433.4348778214 7656684.861747535, 1008433.434877821 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
387,"POLYGON ((1008433.434877821 7666684.861747535, 1008433.434877821 7676684.861747535, 998433.4348778214 7676684.861747535, 998433.4348778214 7666684.861747535, 1008433.434877821 7666684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
388,"POLYGON ((1008433.434877821 7676684.861747535, 1008433.434877821 7686684.861747535, 998433.4348778214 7686684.861747535, 998433.4348778214 7676684.861747535, 1008433.434877821 7676684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
427,"POLYGON ((1018433.434877821 7626684.861747535, 1018433.434877821 7636684.861747535, 1008433.434877821 7636684.861747535, 1008433.434877821 7626684.861747535, 1018433.434877821 7626684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
428,"POLYGON ((1018433.434877821 7636684.861747535, 1018433.434877821 7646684.861747535, 1008433.434877821 7646684.861747535, 1008433.434877821 7636684.861747535, 1018433.434877821 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
429,"POLYGON ((1018433.434877821 7646684.861747535, 1018433.434877821 7656684.861747535, 1008433.434877821 7656684.861747535, 1008433.434877821 7646684.861747535, 1018433.434877821 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
430,"POLYGON ((1018433.434877821 7656684.861747535, 1018433.434877821 7666684.861747535, 1008433.434877821 7666684.861747535, 1008433.434877821 7656684.861747535, 1018433.434877821 7656684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
472,"POLYGON ((1028433.434877821 7636684.861747535, 1028433.434877821 7646684.861747535, 1018433.434877821 7646684.861747535, 1018433.434877821 7636684.861747535, 1028433.434877821 7636684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
473,"POLYGON ((1028433.434877821 7646684.861747535, 1028433.434877821 7656684.861747535, 1018433.434877821 7656684.861747535, 1018433.434877821 7646684.861747535, 1028433.434877821 7646684.861747535))",2,2,6056,8.6705,56.383,8.65,6.85,13.8,14.7,26.8,24.2,23.6,24.6,21.4,17.6,12.6,9.8
40,"POLYGON ((918433.4348778214 7716684.861747535, 918433.4348778214 7726684.861747535, 908433.4348778214 7726684.861747535, 908433.4348778214 7716684.861747535, 918433.4348778214 7716684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
63,"POLYGON ((928433.4348778214 7706684.861747535, 928433.4348778214 7716684.861747535, 918433.4348778214 7716684.861747535, 918433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
64,"POLYGON ((928433.4348778214 7716684.861747535, 928433.4348778214 7726684.861747535, 918433.4348778214 7726684.861747535, 918433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
65,"POLYGON ((928433.4348778214 7726684.861747535, 928433.4348778214 7736684.861747535, 918433.4348778214 7736684.861747535, 918433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
66,"POLYGON ((928433.4348778214 7736684.861747535, 928433.4348778214 7746684.861747535, 918433.4348778214 7746684.861747535, 918433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
92,"POLYGON ((938433.4348778214 7696684.861747535, 938433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535, 928433.4348778214 7696684.861747535, 938433.4348778214 7696684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
93,"POLYGON ((938433.4348778214 7706684.861747535, 938433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535, 928433.4348778214 7706684.861747535, 938433.4348778214 7706684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
94,"POLYGON ((938433.4348778214 7716684.861747535, 938433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535, 928433.4348778214 7716684.861747535, 938433.4348778214 7716684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
95,"POLYGON ((938433.4348778214 7726684.861747535, 938433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535, 928433.4348778214 7726684.861747535, 938433.4348778214 7726684.861747535))",38,38,6051,8.3207,56.7637,8.15,6.65,12.35,12.5,22.5,21.2,23.4,23.2,21.8,17.8,12.3,9.5
