,geometry,index_right,Unnamed: 0,stationId,x,y,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember
85,"POLYGON ((938433.4348778214 7606684.861747535, 938433.4348778214 7616684.861747535, 928433.4348778214 7616684.861747535, 928433.4348778214 7606684.861747535, 938433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
86,"POLYGON ((938433.4348778214 7616684.861747535, 938433.4348778214 7626684.861747535, 928433.4348778214 7626684.861747535, 928433.4348778214 7616684.861747535, 938433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
87,"POLYGON ((938433.4348778214 7626684.861747535, 938433.4348778214 7636684.861747535, 928433.4348778214 7636684.861747535, 928433.4348778214 7626684.861747535, 938433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
88,"POLYGON ((938433.4348778214 7636684.861747535, 938433.4348778214 7646684.861747535, 928433.4348778214 7646684.861747535, 928433.4348778214 7636684.861747535, 938433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
89,"POLYGON ((938433.4348778214 7646684.861747535, 938433.4348778214 7656684.861747535, 928433.4348778214 7656684.861747535, 928433.4348778214 7646684.861747535, 938433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
90,"POLYGON ((938433.4348778214 7656684.861747535, 938433.4348778214 7666684.861747535, 928433.4348778214 7666684.861747535, 928433.4348778214 7656684.861747535, 938433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
119,"POLYGON ((948433.4348778214 7596684.861747535, 948433.4348778214 7606684.861747535, 938433.4348778214 7606684.861747535, 938433.4348778214 7596684.861747535, 948433.4348778214 7596684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
120,"POLYGON ((948433.4348778214 7606684.861747535, 948433.4348778214 7616684.861747535, 938433.4348778214 7616684.861747535, 938433.4348778214 7606684.861747535, 948433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
121,"POLYGON ((948433.4348778214 7616684.861747535, 948433.4348778214 7626684.861747535, 938433.4348778214 7626684.861747535, 938433.4348778214 7616684.861747535, 948433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
122,"POLYGON ((948433.4348778214 7626684.861747535, 948433.4348778214 7636684.861747535, 938433.4348778214 7636684.861747535, 938433.4348778214 7626684.861747535, 948433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
123,"POLYGON ((948433.4348778214 7636684.861747535, 948433.4348778214 7646684.861747535, 938433.4348778214 7646684.861747535, 938433.4348778214 7636684.861747535, 948433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
124,"POLYGON ((948433.4348778214 7646684.861747535, 948433.4348778214 7656684.861747535, 938433.4348778214 7656684.861747535, 938433.4348778214 7646684.861747535, 948433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
125,"POLYGON ((948433.4348778214 7656684.861747535, 948433.4348778214 7666684.861747535, 938433.4348778214 7666684.861747535, 938433.4348778214 7656684.861747535, 948433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
156,"POLYGON ((958433.4348778214 7596684.861747535, 958433.4348778214 7606684.861747535, 948433.4348778214 7606684.861747535, 948433.4348778214 7596684.861747535, 958433.4348778214 7596684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
157,"POLYGON ((958433.4348778214 7606684.861747535, 958433.4348778214 7616684.861747535, 948433.4348778214 7616684.861747535, 948433.4348778214 7606684.861747535, 958433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
158,"POLYGON ((958433.4348778214 7616684.861747535, 958433.4348778214 7626684.861747535, 948433.4348778214 7626684.861747535, 948433.4348778214 7616684.861747535, 958433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
159,"POLYGON ((958433.4348778214 7626684.861747535, 958433.4348778214 7636684.861747535, 948433.4348778214 7636684.861747535, 948433.4348778214 7626684.861747535, 958433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
160,"POLYGON ((958433.4348778214 7636684.861747535, 958433.4348778214 7646684.861747535, 948433.4348778214 7646684.861747535, 948433.4348778214 7636684.861747535, 958433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
161,"POLYGON ((958433.4348778214 7646684.861747535, 958433.4348778214 7656684.861747535, 948433.4348778214 7656684.861747535, 948433.4348778214 7646684.861747535, 958433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
162,"POLYGON ((958433.4348778214 7656684.861747535, 958433.4348778214 7666684.861747535, 948433.4348778214 7666684.861747535, 948433.4348778214 7656684.861747535, 958433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
163,"POLYGON ((958433.4348778214 7666684.861747535, 958433.4348778214 7676684.861747535, 948433.4348778214 7676684.861747535, 948433.4348778214 7666684.861747535, 958433.4348778214 7666684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
200,"POLYGON ((968433.4348778214 7596684.861747535, 968433.4348778214 7606684.861747535, 958433.4348778214 7606684.861747535, 958433.4348778214 7596684.861747535, 968433.4348778214 7596684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
201,"POLYGON ((968433.4348778214 7606684.861747535, 968433.4348778214 7616684.861747535, 958433.4348778214 7616684.861747535, 958433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
202,"POLYGON ((968433.4348778214 7616684.861747535, 968433.4348778214 7626684.861747535, 958433.4348778214 7626684.861747535, 958433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
203,"POLYGON ((968433.4348778214 7626684.861747535, 968433.4348778214 7636684.861747535, 958433.4348778214 7636684.861747535, 958433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
204,"POLYGON ((968433.4348778214 7636684.861747535, 968433.4348778214 7646684.861747535, 958433.4348778214 7646684.861747535, 958433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
205,"POLYGON ((968433.4348778214 7646684.861747535, 968433.4348778214 7656684.861747535, 958433.4348778214 7656684.861747535, 958433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
206,"POLYGON ((968433.4348778214 7656684.861747535, 968433.4348778214 7666684.861747535, 958433.4348778214 7666684.861747535, 958433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
244,"POLYGON ((978433.4348778214 7596684.861747535, 978433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535, 968433.4348778214 7596684.861747535, 978433.4348778214 7596684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
245,"POLYGON ((978433.4348778214 7606684.861747535, 978433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535, 968433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
246,"POLYGON ((978433.4348778214 7616684.861747535, 978433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535, 968433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
247,"POLYGON ((978433.4348778214 7626684.861747535, 978433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535, 968433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
248,"POLYGON ((978433.4348778214 7636684.861747535, 978433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535, 968433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
249,"POLYGON ((978433.4348778214 7646684.861747535, 978433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535, 968433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
250,"POLYGON ((978433.4348778214 7656684.861747535, 978433.4348778214 7666684.861747535, 968433.4348778214 7666684.861747535, 968433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
251,"POLYGON ((978433.4348778214 7666684.861747535, 978433.4348778214 7676684.861747535, 968433.4348778214 7676684.861747535, 968433.4348778214 7666684.861747535, 978433.4348778214 7666684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
252,"POLYGON ((978433.4348778214 7676684.861747535, 978433.4348778214 7686684.861747535, 968433.4348778214 7686684.861747535, 968433.4348778214 7676684.861747535, 978433.4348778214 7676684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
289,"POLYGON ((988433.4348778214 7596684.861747535, 988433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535, 978433.4348778214 7596684.861747535, 988433.4348778214 7596684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
290,"POLYGON ((988433.4348778214 7606684.861747535, 988433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535, 978433.4348778214 7606684.861747535, 988433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
291,"POLYGON ((988433.4348778214 7616684.861747535, 988433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535, 978433.4348778214 7616684.861747535, 988433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
292,"POLYGON ((988433.4348778214 7626684.861747535, 988433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535, 978433.4348778214 7626684.861747535, 988433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
293,"POLYGON ((988433.4348778214 7636684.861747535, 988433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535, 978433.4348778214 7636684.861747535, 988433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
294,"POLYGON ((988433.4348778214 7646684.861747535, 988433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535, 978433.4348778214 7646684.861747535, 988433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
295,"POLYGON ((988433.4348778214 7656684.861747535, 988433.4348778214 7666684.861747535, 978433.4348778214 7666684.861747535, 978433.4348778214 7656684.861747535, 988433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
296,"POLYGON ((988433.4348778214 7666684.861747535, 988433.4348778214 7676684.861747535, 978433.4348778214 7676684.861747535, 978433.4348778214 7666684.861747535, 988433.4348778214 7666684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
297,"POLYGON ((988433.4348778214 7676684.861747535, 988433.4348778214 7686684.861747535, 978433.4348778214 7686684.861747535, 978433.4348778214 7676684.861747535, 988433.4348778214 7676684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
335,"POLYGON ((998433.4348778214 7606684.861747535, 998433.4348778214 7616684.861747535, 988433.4348778214 7616684.861747535, 988433.4348778214 7606684.861747535, 998433.4348778214 7606684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
336,"POLYGON ((998433.4348778214 7616684.861747535, 998433.4348778214 7626684.861747535, 988433.4348778214 7626684.861747535, 988433.4348778214 7616684.861747535, 998433.4348778214 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
337,"POLYGON ((998433.4348778214 7626684.861747535, 998433.4348778214 7636684.861747535, 988433.4348778214 7636684.861747535, 988433.4348778214 7626684.861747535, 998433.4348778214 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
338,"POLYGON ((998433.4348778214 7636684.861747535, 998433.4348778214 7646684.861747535, 988433.4348778214 7646684.861747535, 988433.4348778214 7636684.861747535, 998433.4348778214 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
339,"POLYGON ((998433.4348778214 7646684.861747535, 998433.4348778214 7656684.861747535, 988433.4348778214 7656684.861747535, 988433.4348778214 7646684.861747535, 998433.4348778214 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
340,"POLYGON ((998433.4348778214 7656684.861747535, 998433.4348778214 7666684.861747535, 988433.4348778214 7666684.861747535, 988433.4348778214 7656684.861747535, 998433.4348778214 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
341,"POLYGON ((998433.4348778214 7666684.861747535, 998433.4348778214 7676684.861747535, 988433.4348778214 7676684.861747535, 988433.4348778214 7666684.861747535, 998433.4348778214 7666684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
342,"POLYGON ((998433.4348778214 7676684.861747535, 998433.4348778214 7686684.861747535, 988433.4348778214 7686684.861747535, 988433.4348778214 7676684.861747535, 998433.4348778214 7676684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
382,"POLYGON ((1008433.434877821 7616684.861747535, 1008433.434877821 7626684.861747535, 998433.4348778214 7626684.861747535, 998433.4348778214 7616684.861747535, 1008433.434877821 7616684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
383,"POLYGON ((1008433.434877821 7626684.861747535, 1008433.434877821 7636684.861747535, 998433.4348778214 7636684.861747535, 998433.4348778214 7626684.861747535, 1008433.434877821 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
384,"POLYGON ((1008433.434877821 7636684.861747535, 1008433.434877821 7646684.861747535, 998433.4348778214 7646684.861747535, 998433.4348778214 7636684.861747535, 1008433.434877821 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
385,"POLYGON ((1008433.434877821 7646684.861747535, 1008433.434877821 7656684.861747535, 998433.4348778214 7656684.861747535, 998433.4348778214 7646684.861747535, 1008433.434877821 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
386,"POLYGON ((1008433.434877821 7656684.861747535, 1008433.434877821 7666684.861747535, 998433.4348778214 7666684.861747535, 998433.4348778214 7656684.861747535, 1008433.434877821 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
387,"POLYGON ((1008433.434877821 7666684.861747535, 1008433.434877821 7676684.861747535, 998433.4348778214 7676684.861747535, 998433.4348778214 7666684.861747535, 1008433.434877821 7666684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
388,"POLYGON ((1008433.434877821 7676684.861747535, 1008433.434877821 7686684.861747535, 998433.4348778214 7686684.861747535, 998433.4348778214 7676684.861747535, 1008433.434877821 7676684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
427,"POLYGON ((1018433.434877821 7626684.861747535, 1018433.434877821 7636684.861747535, 1008433.434877821 7636684.861747535, 1008433.434877821 7626684.861747535, 1018433.434877821 7626684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
428,"POLYGON ((1018433.434877821 7636684.861747535, 1018433.434877821 7646684.861747535, 1008433.434877821 7646684.861747535, 1008433.434877821 7636684.861747535, 1018433.434877821 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
429,"POLYGON ((1018433.434877821 7646684.861747535, 1018433.434877821 7656684.861747535, 1008433.434877821 7656684.861747535, 1008433.434877821 7646684.861747535, 1018433.434877821 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
430,"POLYGON ((1018433.434877821 7656684.861747535, 1018433.434877821 7666684.861747535, 1008433.434877821 7666684.861747535, 1008433.434877821 7656684.861747535, 1018433.434877821 7656684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
472,"POLYGON ((1028433.434877821 7636684.861747535, 1028433.434877821 7646684.861747535, 1018433.434877821 7646684.861747535, 1018433.434877821 7636684.861747535, 1028433.434877821 7636684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
473,"POLYGON ((1028433.434877821 7646684.861747535, 1028433.434877821 7656684.861747535, 1018433.434877821 7656684.861747535, 1018433.434877821 7646684.861747535, 1028433.434877821 7646684.861747535))",34,34,6056,8.6705,56.383,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
40,"POLYGON ((918433.4348778214 7716684.861747535, 918433.4348778214 7726684.861747535, 908433.4348778214 7726684.861747535, 908433.4348778214 7716684.861747535, 918433.4348778214 7716684.861747535))",39,39,6051,8.3207,56.7637,-7.399999999999999,-7.5,-6.25,-1.1,3.0,9.6,11.6,10.1,5.6,3.0,-2.6,-4.6
63,"POLYGON ((928433.4348778214 7706684.861747535, 928433.4348778214 7716684.861747535, 918433.4348778214 7716684.861747535, 918433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535))",39,39,6051,8.3207,56.7637,-7.399999999999999,-7.5,-6.25,-1.1,3.0,9.6,11.6,10.1,5.6,3.0,-2.6,-4.6
64,"POLYGON ((928433.4348778214 7716684.861747535, 928433.4348778214 7726684.861747535, 918433.4348778214 7726684.861747535, 918433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535))",39,39,6051,8.3207,56.7637,-7.399999999999999,-7.5,-6.25,-1.1,3.0,9.6,11.6,10.1,5.6,3.0,-2.6,-4.6
65,"POLYGON ((928433.4348778214 7726684.861747535, 928433.4348778214 7736684.861747535, 918433.4348778214 7736684.861747535, 918433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535))",39,39,6051,8.3207,56.7637,-7.399999999999999,-7.5,-6.25,-1.1,3.0,9.6,11.6,10.1,5.6,3.0,-2.6,-4.6
66,"POLYGON ((928433.4348778214 7736684.861747535, 928433.4348778214 7746684.861747535, 918433.4348778214 7746684.861747535, 918433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535))",39,39,6051,8.3207,56.7637,-7.399999999999999,-7.5,-6.25,-1.1,3.0,9.6,11.6,10.1,5.6,3.0,-2.6,-4.6
92,"POLYGON ((938433.4348778214 7696684.861747535, 938433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535, 928433.4348778214 7696684.861747535, 938433.4348778214 7696684.861747535))",39,39,6051,8.3207,56.7637,-7.399999999999999,-7.5,-6.25,-1.1,3.0,9.6,11.6,10.1,5.6,3.0,-2.6,-4.6
93,"POLYGON ((938433.4348778214 7706684.861747535, 938433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535, 928433.4348778214 7706684.861747535, 938433.4348778214 7706684.861747535))",39,39,6051,8.3207,56.7637,-7.399999999999999,-7.5,-6.25,-1.1,3.0,9.6,11.6,10.1,5.6,3.0,-2.6,-4.6
94,"POLYGON ((938433.4348778214 7716684.861747535, 938433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535, 928433.4348778214 7716684.861747535, 938433.4348778214 7716684.861747535))",39,39,6051,8.3207,56.7637,-7.399999999999999,-7.5,-6.25,-1.1,3.0,9.6,11.6,10.1,5.6,3.0,-2.6,-4.6
