,geometry,soiltype
881,"POLYGON ((1138433.434877821 7696684.861747535, 1138433.434877821 7706684.861747535, 1128433.434877821 7706684.861747535, 1128433.434877821 7696684.861747535, 1138433.434877821 7696684.861747535))",HSL
882,"POLYGON ((1138433.434877821 7706684.861747535, 1138433.434877821 7716684.861747535, 1128433.434877821 7716684.861747535, 1128433.434877821 7706684.861747535, 1138433.434877821 7706684.861747535))",DSG
883,"POLYGON ((1138433.434877821 7716684.861747535, 1138433.434877821 7726684.861747535, 1128433.434877821 7726684.861747535, 1128433.434877821 7716684.861747535, 1138433.434877821 7716684.861747535))",HSL
884,"POLYGON ((1138433.434877821 7726684.861747535, 1138433.434877821 7736684.861747535, 1128433.434877821 7736684.861747535, 1128433.434877821 7726684.861747535, 1138433.434877821 7726684.861747535))",F
885,"POLYGON ((1138433.434877821 7736684.861747535, 1138433.434877821 7746684.861747535, 1128433.434877821 7746684.861747535, 1128433.434877821 7736684.861747535, 1138433.434877821 7736684.861747535))",F
886,"POLYGON ((1138433.434877821 7746684.861747535, 1138433.434877821 7756684.861747535, 1128433.434877821 7756684.861747535, 1128433.434877821 7746684.861747535, 1138433.434877821 7746684.861747535))",HSL
887,"POLYGON ((1138433.434877821 7756684.861747535, 1138433.434877821 7766684.861747535, 1128433.434877821 7766684.861747535, 1128433.434877821 7756684.861747535, 1138433.434877821 7756684.861747535))",HSL
888,"POLYGON ((1138433.434877821 7766684.861747535, 1138433.434877821 7776684.861747535, 1128433.434877821 7776684.861747535, 1128433.434877821 7766684.861747535, 1138433.434877821 7766684.861747535))",HSL
889,"POLYGON ((1138433.434877821 7776684.861747535, 1138433.434877821 7786684.861747535, 1128433.434877821 7786684.861747535, 1128433.434877821 7776684.861747535, 1138433.434877821 7776684.861747535))",F
890,"POLYGON ((1138433.434877821 7786684.861747535, 1138433.434877821 7796684.861747535, 1128433.434877821 7796684.861747535, 1128433.434877821 7786684.861747535, 1138433.434877821 7786684.861747535))",MSG
891,"POLYGON ((1138433.434877821 7796684.861747535, 1138433.434877821 7806684.861747535, 1128433.434877821 7806684.861747535, 1128433.434877821 7796684.861747535, 1138433.434877821 7796684.861747535))",MSG
892,"POLYGON ((1138433.434877821 7806684.861747535, 1138433.434877821 7816684.861747535, 1128433.434877821 7816684.861747535, 1128433.434877821 7806684.861747535, 1138433.434877821 7806684.861747535))",F
893,"POLYGON ((1138433.434877821 7816684.861747535, 1138433.434877821 7826684.861747535, 1128433.434877821 7826684.861747535, 1128433.434877821 7816684.861747535, 1138433.434877821 7816684.861747535))",MSG
894,"POLYGON ((1138433.434877821 7826684.861747535, 1138433.434877821 7836684.861747535, 1128433.434877821 7836684.861747535, 1128433.434877821 7826684.861747535, 1138433.434877821 7826684.861747535))",MSG
895,"POLYGON ((1138433.434877821 7836684.861747535, 1138433.434877821 7846684.861747535, 1128433.434877821 7846684.861747535, 1128433.434877821 7836684.861747535, 1138433.434877821 7836684.861747535))",MSG
896,"POLYGON ((1138433.434877821 7846684.861747535, 1138433.434877821 7856684.861747535, 1128433.434877821 7856684.861747535, 1128433.434877821 7846684.861747535, 1138433.434877821 7846684.861747535))",Y
897,"POLYGON ((1138433.434877821 7856684.861747535, 1138433.434877821 7866684.861747535, 1128433.434877821 7866684.861747535, 1128433.434877821 7856684.861747535, 1138433.434877821 7856684.861747535))",MSG
898,"POLYGON ((1138433.434877821 7866684.861747535, 1138433.434877821 7876684.861747535, 1128433.434877821 7876684.861747535, 1128433.434877821 7866684.861747535, 1138433.434877821 7866684.861747535))",F
899,"POLYGON ((1138433.434877821 7876684.861747535, 1138433.434877821 7886684.861747535, 1128433.434877821 7886684.861747535, 1128433.434877821 7876684.861747535, 1138433.434877821 7876684.861747535))",ES
900,"POLYGON ((1148433.434877821 7376684.861747535, 1148433.434877821 7386684.861747535, 1138433.434877821 7386684.861747535, 1138433.434877821 7376684.861747535, 1148433.434877821 7376684.861747535))",MSG
901,"POLYGON ((1148433.434877821 7386684.861747535, 1148433.434877821 7396684.861747535, 1138433.434877821 7396684.861747535, 1138433.434877821 7386684.861747535, 1148433.434877821 7386684.861747535))",DSG
902,"POLYGON ((1148433.434877821 7396684.861747535, 1148433.434877821 7406684.861747535, 1138433.434877821 7406684.861747535, 1138433.434877821 7396684.861747535, 1148433.434877821 7396684.861747535))",ML
903,"POLYGON ((1148433.434877821 7406684.861747535, 1148433.434877821 7416684.861747535, 1138433.434877821 7416684.861747535, 1138433.434877821 7406684.861747535, 1148433.434877821 7406684.861747535))",ML
904,"POLYGON ((1148433.434877821 7416684.861747535, 1148433.434877821 7426684.861747535, 1138433.434877821 7426684.861747535, 1138433.434877821 7416684.861747535, 1148433.434877821 7416684.861747535))",DSG
905,"POLYGON ((1148433.434877821 7426684.861747535, 1148433.434877821 7436684.861747535, 1138433.434877821 7436684.861747535, 1138433.434877821 7426684.861747535, 1148433.434877821 7426684.861747535))",ML
906,"POLYGON ((1148433.434877821 7436684.861747535, 1148433.434877821 7446684.861747535, 1138433.434877821 7446684.861747535, 1138433.434877821 7436684.861747535, 1148433.434877821 7436684.861747535))",F
907,"POLYGON ((1148433.434877821 7446684.861747535, 1148433.434877821 7456684.861747535, 1138433.434877821 7456684.861747535, 1138433.434877821 7446684.861747535, 1148433.434877821 7446684.861747535))",ML
908,"POLYGON ((1148433.434877821 7456684.861747535, 1148433.434877821 7466684.861747535, 1138433.434877821 7466684.861747535, 1138433.434877821 7456684.861747535, 1148433.434877821 7456684.861747535))",ML
909,"POLYGON ((1148433.434877821 7466684.861747535, 1148433.434877821 7476684.861747535, 1138433.434877821 7476684.861747535, 1138433.434877821 7466684.861747535, 1148433.434877821 7466684.861747535))",F
910,"POLYGON ((1148433.434877821 7556684.861747535, 1148433.434877821 7566684.861747535, 1138433.434877821 7566684.861747535, 1138433.434877821 7556684.861747535, 1148433.434877821 7556684.861747535))",ML
911,"POLYGON ((1148433.434877821 7596684.861747535, 1148433.434877821 7606684.861747535, 1138433.434877821 7606684.861747535, 1138433.434877821 7596684.861747535, 1148433.434877821 7596684.861747535))",DL
912,"POLYGON ((1148433.434877821 7606684.861747535, 1148433.434877821 7616684.861747535, 1138433.434877821 7616684.861747535, 1138433.434877821 7606684.861747535, 1148433.434877821 7606684.861747535))",DSG
913,"POLYGON ((1148433.434877821 7616684.861747535, 1148433.434877821 7626684.861747535, 1138433.434877821 7626684.861747535, 1138433.434877821 7616684.861747535, 1148433.434877821 7616684.861747535))",DSG
914,"POLYGON ((1148433.434877821 7626684.861747535, 1148433.434877821 7636684.861747535, 1138433.434877821 7636684.861747535, 1138433.434877821 7626684.861747535, 1148433.434877821 7626684.861747535))",DSG
915,"POLYGON ((1148433.434877821 7636684.861747535, 1148433.434877821 7646684.861747535, 1138433.434877821 7646684.861747535, 1138433.434877821 7636684.861747535, 1148433.434877821 7636684.861747535))",DSG
916,"POLYGON ((1148433.434877821 7646684.861747535, 1148433.434877821 7656684.861747535, 1138433.434877821 7656684.861747535, 1138433.434877821 7646684.861747535, 1148433.434877821 7646684.861747535))",HSL
917,"POLYGON ((1148433.434877821 7656684.861747535, 1148433.434877821 7666684.861747535, 1138433.434877821 7666684.861747535, 1138433.434877821 7656684.861747535, 1148433.434877821 7656684.861747535))",ML
918,"POLYGON ((1148433.434877821 7666684.861747535, 1148433.434877821 7676684.861747535, 1138433.434877821 7676684.861747535, 1138433.434877821 7666684.861747535, 1148433.434877821 7666684.861747535))",HSL
919,"POLYGON ((1148433.434877821 7676684.861747535, 1148433.434877821 7686684.861747535, 1138433.434877821 7686684.861747535, 1138433.434877821 7676684.861747535, 1148433.434877821 7676684.861747535))",HSL
920,"POLYGON ((1148433.434877821 7686684.861747535, 1148433.434877821 7696684.861747535, 1138433.434877821 7696684.861747535, 1138433.434877821 7686684.861747535, 1148433.434877821 7686684.861747535))",HSL
921,"POLYGON ((1148433.434877821 7696684.861747535, 1148433.434877821 7706684.861747535, 1138433.434877821 7706684.861747535, 1138433.434877821 7696684.861747535, 1148433.434877821 7696684.861747535))",HSL
922,"POLYGON ((1148433.434877821 7706684.861747535, 1148433.434877821 7716684.861747535, 1138433.434877821 7716684.861747535, 1138433.434877821 7706684.861747535, 1148433.434877821 7706684.861747535))",HSL
923,"POLYGON ((1148433.434877821 7716684.861747535, 1148433.434877821 7726684.861747535, 1138433.434877821 7726684.861747535, 1138433.434877821 7716684.861747535, 1148433.434877821 7716684.861747535))",HSL
924,"POLYGON ((1148433.434877821 7746684.861747535, 1148433.434877821 7756684.861747535, 1138433.434877821 7756684.861747535, 1138433.434877821 7746684.861747535, 1148433.434877821 7746684.861747535))",HSL
925,"POLYGON ((1148433.434877821 7756684.861747535, 1148433.434877821 7766684.861747535, 1138433.434877821 7766684.861747535, 1138433.434877821 7756684.861747535, 1148433.434877821 7756684.861747535))",HSL
926,"POLYGON ((1148433.434877821 7766684.861747535, 1148433.434877821 7776684.861747535, 1138433.434877821 7776684.861747535, 1138433.434877821 7766684.861747535, 1148433.434877821 7766684.861747535))",HSL
927,"POLYGON ((1148433.434877821 7776684.861747535, 1148433.434877821 7786684.861747535, 1138433.434877821 7786684.861747535, 1138433.434877821 7776684.861747535, 1148433.434877821 7776684.861747535))",HSL
928,"POLYGON ((1148433.434877821 7786684.861747535, 1148433.434877821 7796684.861747535, 1138433.434877821 7796684.861747535, 1138433.434877821 7786684.861747535, 1148433.434877821 7786684.861747535))",F
929,"POLYGON ((1148433.434877821 7796684.861747535, 1148433.434877821 7806684.861747535, 1138433.434877821 7806684.861747535, 1138433.434877821 7796684.861747535, 1148433.434877821 7796684.861747535))",MSG
930,"POLYGON ((1148433.434877821 7806684.861747535, 1148433.434877821 7816684.861747535, 1138433.434877821 7816684.861747535, 1138433.434877821 7806684.861747535, 1148433.434877821 7806684.861747535))",Y
931,"POLYGON ((1148433.434877821 7816684.861747535, 1148433.434877821 7826684.861747535, 1138433.434877821 7826684.861747535, 1138433.434877821 7816684.861747535, 1148433.434877821 7816684.861747535))",MSG
932,"POLYGON ((1148433.434877821 7826684.861747535, 1148433.434877821 7836684.861747535, 1138433.434877821 7836684.861747535, 1138433.434877821 7826684.861747535, 1148433.434877821 7826684.861747535))",F
933,"POLYGON ((1148433.434877821 7836684.861747535, 1148433.434877821 7846684.861747535, 1138433.434877821 7846684.861747535, 1138433.434877821 7836684.861747535, 1148433.434877821 7836684.861747535))",MSG
934,"POLYGON ((1148433.434877821 7846684.861747535, 1148433.434877821 7856684.861747535, 1138433.434877821 7856684.861747535, 1138433.434877821 7846684.861747535, 1148433.434877821 7846684.861747535))",MSG
935,"POLYGON ((1148433.434877821 7856684.861747535, 1148433.434877821 7866684.861747535, 1138433.434877821 7866684.861747535, 1138433.434877821 7856684.861747535, 1148433.434877821 7856684.861747535))",Y
936,"POLYGON ((1148433.434877821 7866684.861747535, 1148433.434877821 7876684.861747535, 1138433.434877821 7876684.861747535, 1138433.434877821 7866684.861747535, 1148433.434877821 7866684.861747535))",F
937,"POLYGON ((1148433.434877821 7876684.861747535, 1148433.434877821 7886684.861747535, 1138433.434877821 7886684.861747535, 1138433.434877821 7876684.861747535, 1148433.434877821 7876684.861747535))",ES
938,"POLYGON ((1158433.434877821 7336684.861747535, 1158433.434877821 7346684.861747535, 1148433.434877821 7346684.861747535, 1148433.434877821 7336684.861747535, 1158433.434877821 7336684.861747535))",ML
939,"POLYGON ((1158433.434877821 7376684.861747535, 1158433.434877821 7386684.861747535, 1148433.434877821 7386684.861747535, 1148433.434877821 7376684.861747535, 1158433.434877821 7376684.861747535))",MSG
940,"POLYGON ((1158433.434877821 7386684.861747535, 1158433.434877821 7396684.861747535, 1148433.434877821 7396684.861747535, 1148433.434877821 7386684.861747535, 1158433.434877821 7386684.861747535))",ML
941,"POLYGON ((1158433.434877821 7396684.861747535, 1158433.434877821 7406684.861747535, 1148433.434877821 7406684.861747535, 1148433.434877821 7396684.861747535, 1158433.434877821 7396684.861747535))",DSG
942,"POLYGON ((1158433.434877821 7406684.861747535, 1158433.434877821 7416684.861747535, 1148433.434877821 7416684.861747535, 1148433.434877821 7406684.861747535, 1158433.434877821 7406684.861747535))",ML
943,"POLYGON ((1158433.434877821 7416684.861747535, 1158433.434877821 7426684.861747535, 1148433.434877821 7426684.861747535, 1148433.434877821 7416684.861747535, 1158433.434877821 7416684.861747535))",ML
944,"POLYGON ((1158433.434877821 7426684.861747535, 1158433.434877821 7436684.861747535, 1148433.434877821 7436684.861747535, 1148433.434877821 7426684.861747535, 1158433.434877821 7426684.861747535))",ML
945,"POLYGON ((1158433.434877821 7436684.861747535, 1158433.434877821 7446684.861747535, 1148433.434877821 7446684.861747535, 1148433.434877821 7436684.861747535, 1158433.434877821 7436684.861747535))",F
946,"POLYGON ((1158433.434877821 7446684.861747535, 1158433.434877821 7456684.861747535, 1148433.434877821 7456684.861747535, 1148433.434877821 7446684.861747535, 1158433.434877821 7446684.861747535))",ML
947,"POLYGON ((1158433.434877821 7456684.861747535, 1158433.434877821 7466684.861747535, 1148433.434877821 7466684.861747535, 1148433.434877821 7456684.861747535, 1158433.434877821 7456684.861747535))",ML
948,"POLYGON ((1158433.434877821 7466684.861747535, 1158433.434877821 7476684.861747535, 1148433.434877821 7476684.861747535, 1148433.434877821 7466684.861747535, 1158433.434877821 7466684.861747535))",ML
949,"POLYGON ((1158433.434877821 7616684.861747535, 1158433.434877821 7626684.861747535, 1148433.434877821 7626684.861747535, 1148433.434877821 7616684.861747535, 1158433.434877821 7616684.861747535))",ML
950,"POLYGON ((1158433.434877821 7626684.861747535, 1158433.434877821 7636684.861747535, 1148433.434877821 7636684.861747535, 1148433.434877821 7626684.861747535, 1158433.434877821 7626684.861747535))",ML
951,"POLYGON ((1158433.434877821 7636684.861747535, 1158433.434877821 7646684.861747535, 1148433.434877821 7646684.861747535, 1148433.434877821 7636684.861747535, 1158433.434877821 7636684.861747535))",F
952,"POLYGON ((1158433.434877821 7646684.861747535, 1158433.434877821 7656684.861747535, 1148433.434877821 7656684.861747535, 1148433.434877821 7646684.861747535, 1158433.434877821 7646684.861747535))",ML
953,"POLYGON ((1158433.434877821 7656684.861747535, 1158433.434877821 7666684.861747535, 1148433.434877821 7666684.861747535, 1148433.434877821 7656684.861747535, 1158433.434877821 7656684.861747535))",ML
954,"POLYGON ((1158433.434877821 7686684.861747535, 1158433.434877821 7696684.861747535, 1148433.434877821 7696684.861747535, 1148433.434877821 7686684.861747535, 1158433.434877821 7686684.861747535))",HSL
955,"POLYGON ((1158433.434877821 7766684.861747535, 1158433.434877821 7776684.861747535, 1148433.434877821 7776684.861747535, 1148433.434877821 7766684.861747535, 1158433.434877821 7766684.861747535))",HSL
956,"POLYGON ((1158433.434877821 7776684.861747535, 1158433.434877821 7786684.861747535, 1148433.434877821 7786684.861747535, 1148433.434877821 7776684.861747535, 1158433.434877821 7776684.861747535))",HSL
957,"POLYGON ((1158433.434877821 7786684.861747535, 1158433.434877821 7796684.861747535, 1148433.434877821 7796684.861747535, 1148433.434877821 7786684.861747535, 1158433.434877821 7786684.861747535))",F
958,"POLYGON ((1158433.434877821 7796684.861747535, 1158433.434877821 7806684.861747535, 1148433.434877821 7806684.861747535, 1148433.434877821 7796684.861747535, 1158433.434877821 7796684.861747535))",Y
