,geometry,soiltype
739,"POLYGON ((1108433.434877821 7656684.861747535, 1108433.434877821 7666684.861747535, 1098433.434877821 7666684.861747535, 1098433.434877821 7656684.861747535, 1108433.434877821 7656684.861747535))",ML
740,"POLYGON ((1108433.434877821 7666684.861747535, 1108433.434877821 7676684.861747535, 1098433.434877821 7676684.861747535, 1098433.434877821 7666684.861747535, 1108433.434877821 7666684.861747535))",ML
741,"POLYGON ((1108433.434877821 7676684.861747535, 1108433.434877821 7686684.861747535, 1098433.434877821 7686684.861747535, 1098433.434877821 7676684.861747535, 1108433.434877821 7676684.861747535))",DSG
742,"POLYGON ((1108433.434877821 7686684.861747535, 1108433.434877821 7696684.861747535, 1098433.434877821 7696684.861747535, 1098433.434877821 7686684.861747535, 1108433.434877821 7686684.861747535))",DSG
743,"POLYGON ((1108433.434877821 7696684.861747535, 1108433.434877821 7706684.861747535, 1098433.434877821 7706684.861747535, 1098433.434877821 7696684.861747535, 1108433.434877821 7696684.861747535))",ML
744,"POLYGON ((1108433.434877821 7706684.861747535, 1108433.434877821 7716684.861747535, 1098433.434877821 7716684.861747535, 1098433.434877821 7706684.861747535, 1108433.434877821 7706684.861747535))",DSG
745,"POLYGON ((1108433.434877821 7716684.861747535, 1108433.434877821 7726684.861747535, 1098433.434877821 7726684.861747535, 1098433.434877821 7716684.861747535, 1108433.434877821 7716684.861747535))",DSG
746,"POLYGON ((1108433.434877821 7726684.861747535, 1108433.434877821 7736684.861747535, 1098433.434877821 7736684.861747535, 1098433.434877821 7726684.861747535, 1108433.434877821 7726684.861747535))",DSG
747,"POLYGON ((1108433.434877821 7736684.861747535, 1108433.434877821 7746684.861747535, 1098433.434877821 7746684.861747535, 1098433.434877821 7736684.861747535, 1108433.434877821 7736684.861747535))",MSG
748,"POLYGON ((1108433.434877821 7746684.861747535, 1108433.434877821 7756684.861747535, 1098433.434877821 7756684.861747535, 1098433.434877821 7746684.861747535, 1108433.434877821 7746684.861747535))",ML
749,"POLYGON ((1108433.434877821 7756684.861747535, 1108433.434877821 7766684.861747535, 1098433.434877821 7766684.861747535, 1098433.434877821 7756684.861747535, 1108433.434877821 7756684.861747535))",HSL
750,"POLYGON ((1108433.434877821 7776684.861747535, 1108433.434877821 7786684.861747535, 1098433.434877821 7786684.861747535, 1098433.434877821 7776684.861747535, 1108433.434877821 7776684.861747535))",HSL
751,"POLYGON ((1108433.434877821 7786684.861747535, 1108433.434877821 7796684.861747535, 1098433.434877821 7796684.861747535, 1098433.434877821 7786684.861747535, 1108433.434877821 7786684.861747535))",HSL
752,"POLYGON ((1108433.434877821 7796684.861747535, 1108433.434877821 7806684.861747535, 1098433.434877821 7806684.861747535, 1098433.434877821 7796684.861747535, 1108433.434877821 7796684.861747535))",F
753,"POLYGON ((1108433.434877821 7806684.861747535, 1108433.434877821 7816684.861747535, 1098433.434877821 7816684.861747535, 1098433.434877821 7806684.861747535, 1108433.434877821 7806684.861747535))",HSL
754,"POLYGON ((1108433.434877821 7816684.861747535, 1108433.434877821 7826684.861747535, 1098433.434877821 7826684.861747535, 1098433.434877821 7816684.861747535, 1108433.434877821 7816684.861747535))",Y
755,"POLYGON ((1108433.434877821 7826684.861747535, 1108433.434877821 7836684.861747535, 1098433.434877821 7836684.861747535, 1098433.434877821 7826684.861747535, 1108433.434877821 7826684.861747535))",F
756,"POLYGON ((1108433.434877821 7836684.861747535, 1108433.434877821 7846684.861747535, 1098433.434877821 7846684.861747535, 1098433.434877821 7836684.861747535, 1108433.434877821 7836684.861747535))",Y
757,"POLYGON ((1108433.434877821 7846684.861747535, 1108433.434877821 7856684.861747535, 1098433.434877821 7856684.861747535, 1098433.434877821 7846684.861747535, 1108433.434877821 7846684.861747535))",F
758,"POLYGON ((1108433.434877821 7856684.861747535, 1108433.434877821 7866684.861747535, 1098433.434877821 7866684.861747535, 1098433.434877821 7856684.861747535, 1108433.434877821 7856684.861747535))",Y
759,"POLYGON ((1108433.434877821 7866684.861747535, 1108433.434877821 7876684.861747535, 1098433.434877821 7876684.861747535, 1098433.434877821 7866684.861747535, 1108433.434877821 7866684.861747535))",Y
760,"POLYGON ((1118433.434877821 7336684.861747535, 1118433.434877821 7346684.861747535, 1108433.434877821 7346684.861747535, 1108433.434877821 7336684.861747535, 1118433.434877821 7336684.861747535))",ML
761,"POLYGON ((1118433.434877821 7346684.861747535, 1118433.434877821 7356684.861747535, 1108433.434877821 7356684.861747535, 1108433.434877821 7346684.861747535, 1118433.434877821 7346684.861747535))",ML
762,"POLYGON ((1118433.434877821 7386684.861747535, 1118433.434877821 7396684.861747535, 1108433.434877821 7396684.861747535, 1108433.434877821 7386684.861747535, 1118433.434877821 7386684.861747535))",ML
763,"POLYGON ((1118433.434877821 7396684.861747535, 1118433.434877821 7406684.861747535, 1108433.434877821 7406684.861747535, 1108433.434877821 7396684.861747535, 1118433.434877821 7396684.861747535))",DSG
764,"POLYGON ((1118433.434877821 7406684.861747535, 1118433.434877821 7416684.861747535, 1108433.434877821 7416684.861747535, 1108433.434877821 7406684.861747535, 1118433.434877821 7406684.861747535))",ML
765,"POLYGON ((1118433.434877821 7416684.861747535, 1118433.434877821 7426684.861747535, 1108433.434877821 7426684.861747535, 1108433.434877821 7416684.861747535, 1118433.434877821 7416684.861747535))",ML
766,"POLYGON ((1118433.434877821 7426684.861747535, 1118433.434877821 7436684.861747535, 1108433.434877821 7436684.861747535, 1108433.434877821 7426684.861747535, 1118433.434877821 7426684.861747535))",ML
767,"POLYGON ((1118433.434877821 7436684.861747535, 1118433.434877821 7446684.861747535, 1108433.434877821 7446684.861747535, 1108433.434877821 7436684.861747535, 1118433.434877821 7436684.861747535))",DSG
768,"POLYGON ((1118433.434877821 7446684.861747535, 1118433.434877821 7456684.861747535, 1108433.434877821 7456684.861747535, 1108433.434877821 7446684.861747535, 1118433.434877821 7446684.861747535))",DSG
769,"POLYGON ((1118433.434877821 7456684.861747535, 1118433.434877821 7466684.861747535, 1108433.434877821 7466684.861747535, 1108433.434877821 7456684.861747535, 1118433.434877821 7456684.861747535))",ML
770,"POLYGON ((1118433.434877821 7496684.861747535, 1118433.434877821 7506684.861747535, 1108433.434877821 7506684.861747535, 1108433.434877821 7496684.861747535, 1118433.434877821 7496684.861747535))",ML
771,"POLYGON ((1118433.434877821 7506684.861747535, 1118433.434877821 7516684.861747535, 1108433.434877821 7516684.861747535, 1108433.434877821 7506684.861747535, 1118433.434877821 7506684.861747535))",HSL
772,"POLYGON ((1118433.434877821 7516684.861747535, 1118433.434877821 7526684.861747535, 1108433.434877821 7526684.861747535, 1108433.434877821 7516684.861747535, 1118433.434877821 7516684.861747535))",ML
773,"POLYGON ((1118433.434877821 7526684.861747535, 1118433.434877821 7536684.861747535, 1108433.434877821 7536684.861747535, 1108433.434877821 7526684.861747535, 1118433.434877821 7526684.861747535))",DSG
774,"POLYGON ((1118433.434877821 7536684.861747535, 1118433.434877821 7546684.861747535, 1108433.434877821 7546684.861747535, 1108433.434877821 7536684.861747535, 1118433.434877821 7536684.861747535))",F
775,"POLYGON ((1118433.434877821 7546684.861747535, 1118433.434877821 7556684.861747535, 1108433.434877821 7556684.861747535, 1108433.434877821 7546684.861747535, 1118433.434877821 7546684.861747535))",ML
776,"POLYGON ((1118433.434877821 7556684.861747535, 1118433.434877821 7566684.861747535, 1108433.434877821 7566684.861747535, 1108433.434877821 7556684.861747535, 1118433.434877821 7556684.861747535))",ML
777,"POLYGON ((1118433.434877821 7566684.861747535, 1118433.434877821 7576684.861747535, 1108433.434877821 7576684.861747535, 1108433.434877821 7566684.861747535, 1118433.434877821 7566684.861747535))",ML
778,"POLYGON ((1118433.434877821 7576684.861747535, 1118433.434877821 7586684.861747535, 1108433.434877821 7586684.861747535, 1108433.434877821 7576684.861747535, 1118433.434877821 7576684.861747535))",MSG
779,"POLYGON ((1118433.434877821 7586684.861747535, 1118433.434877821 7596684.861747535, 1108433.434877821 7596684.861747535, 1108433.434877821 7586684.861747535, 1118433.434877821 7586684.861747535))",DSG
780,"POLYGON ((1118433.434877821 7596684.861747535, 1118433.434877821 7606684.861747535, 1108433.434877821 7606684.861747535, 1108433.434877821 7596684.861747535, 1118433.434877821 7596684.861747535))",ML
781,"POLYGON ((1118433.434877821 7606684.861747535, 1118433.434877821 7616684.861747535, 1108433.434877821 7616684.861747535, 1108433.434877821 7606684.861747535, 1118433.434877821 7606684.861747535))",ML
782,"POLYGON ((1118433.434877821 7616684.861747535, 1118433.434877821 7626684.861747535, 1108433.434877821 7626684.861747535, 1108433.434877821 7616684.861747535, 1118433.434877821 7616684.861747535))",PL
783,"POLYGON ((1118433.434877821 7626684.861747535, 1118433.434877821 7636684.861747535, 1108433.434877821 7636684.861747535, 1108433.434877821 7626684.861747535, 1118433.434877821 7626684.861747535))",DSG
784,"POLYGON ((1118433.434877821 7636684.861747535, 1118433.434877821 7646684.861747535, 1108433.434877821 7646684.861747535, 1108433.434877821 7636684.861747535, 1118433.434877821 7636684.861747535))",T
785,"POLYGON ((1118433.434877821 7646684.861747535, 1118433.434877821 7656684.861747535, 1108433.434877821 7656684.861747535, 1108433.434877821 7646684.861747535, 1118433.434877821 7646684.861747535))",ML
786,"POLYGON ((1118433.434877821 7656684.861747535, 1118433.434877821 7666684.861747535, 1108433.434877821 7666684.861747535, 1108433.434877821 7656684.861747535, 1118433.434877821 7656684.861747535))",DSG
787,"POLYGON ((1118433.434877821 7666684.861747535, 1118433.434877821 7676684.861747535, 1108433.434877821 7676684.861747535, 1108433.434877821 7666684.861747535, 1118433.434877821 7666684.861747535))",DSG
788,"POLYGON ((1118433.434877821 7676684.861747535, 1118433.434877821 7686684.861747535, 1108433.434877821 7686684.861747535, 1108433.434877821 7676684.861747535, 1118433.434877821 7676684.861747535))",DSG
789,"POLYGON ((1118433.434877821 7686684.861747535, 1118433.434877821 7696684.861747535, 1108433.434877821 7696684.861747535, 1108433.434877821 7686684.861747535, 1118433.434877821 7686684.861747535))",DSG
790,"POLYGON ((1118433.434877821 7696684.861747535, 1118433.434877821 7706684.861747535, 1108433.434877821 7706684.861747535, 1108433.434877821 7696684.861747535, 1118433.434877821 7696684.861747535))",DSG
791,"POLYGON ((1118433.434877821 7706684.861747535, 1118433.434877821 7716684.861747535, 1108433.434877821 7716684.861747535, 1108433.434877821 7706684.861747535, 1118433.434877821 7706684.861747535))",DSG
792,"POLYGON ((1118433.434877821 7716684.861747535, 1118433.434877821 7726684.861747535, 1108433.434877821 7726684.861747535, 1108433.434877821 7716684.861747535, 1118433.434877821 7716684.861747535))",ML
793,"POLYGON ((1118433.434877821 7726684.861747535, 1118433.434877821 7736684.861747535, 1108433.434877821 7736684.861747535, 1108433.434877821 7726684.861747535, 1118433.434877821 7726684.861747535))",DSG
794,"POLYGON ((1118433.434877821 7736684.861747535, 1118433.434877821 7746684.861747535, 1108433.434877821 7746684.861747535, 1108433.434877821 7736684.861747535, 1118433.434877821 7736684.861747535))",DSG
795,"POLYGON ((1118433.434877821 7746684.861747535, 1118433.434877821 7756684.861747535, 1108433.434877821 7756684.861747535, 1108433.434877821 7746684.861747535, 1118433.434877821 7746684.861747535))",ML
796,"POLYGON ((1118433.434877821 7756684.861747535, 1118433.434877821 7766684.861747535, 1108433.434877821 7766684.861747535, 1108433.434877821 7756684.861747535, 1118433.434877821 7756684.861747535))",DSG
797,"POLYGON ((1118433.434877821 7766684.861747535, 1118433.434877821 7776684.861747535, 1108433.434877821 7776684.861747535, 1108433.434877821 7766684.861747535, 1118433.434877821 7766684.861747535))",SK
798,"POLYGON ((1118433.434877821 7776684.861747535, 1118433.434877821 7786684.861747535, 1108433.434877821 7786684.861747535, 1108433.434877821 7776684.861747535, 1118433.434877821 7776684.861747535))",F
799,"POLYGON ((1118433.434877821 7786684.861747535, 1118433.434877821 7796684.861747535, 1108433.434877821 7796684.861747535, 1108433.434877821 7786684.861747535, 1118433.434877821 7786684.861747535))",MSG
800,"POLYGON ((1118433.434877821 7796684.861747535, 1118433.434877821 7806684.861747535, 1108433.434877821 7806684.861747535, 1108433.434877821 7796684.861747535, 1118433.434877821 7796684.861747535))",Y
801,"POLYGON ((1118433.434877821 7806684.861747535, 1118433.434877821 7816684.861747535, 1108433.434877821 7816684.861747535, 1108433.434877821 7806684.861747535, 1118433.434877821 7806684.861747535))",MSG
802,"POLYGON ((1118433.434877821 7816684.861747535, 1118433.434877821 7826684.861747535, 1108433.434877821 7826684.861747535, 1108433.434877821 7816684.861747535, 1118433.434877821 7816684.861747535))",Y
803,"POLYGON ((1118433.434877821 7826684.861747535, 1118433.434877821 7836684.861747535, 1108433.434877821 7836684.861747535, 1108433.434877821 7826684.861747535, 1118433.434877821 7826684.861747535))",MSG
804,"POLYGON ((1118433.434877821 7836684.861747535, 1118433.434877821 7846684.861747535, 1108433.434877821 7846684.861747535, 1108433.434877821 7836684.861747535, 1118433.434877821 7836684.861747535))",Y
805,"POLYGON ((1118433.434877821 7846684.861747535, 1118433.434877821 7856684.861747535, 1108433.434877821 7856684.861747535, 1108433.434877821 7846684.861747535, 1118433.434877821 7846684.861747535))",Y
806,"POLYGON ((1118433.434877821 7856684.861747535, 1118433.434877821 7866684.861747535, 1108433.434877821 7866684.861747535, 1108433.434877821 7856684.861747535, 1118433.434877821 7856684.861747535))",Y
807,"POLYGON ((1118433.434877821 7866684.861747535, 1118433.434877821 7876684.861747535, 1108433.434877821 7876684.861747535, 1108433.434877821 7866684.861747535, 1118433.434877821 7866684.861747535))",MSG
808,"POLYGON ((1128433.434877821 7376684.861747535, 1128433.434877821 7386684.861747535, 1118433.434877821 7386684.861747535, 1118433.434877821 7376684.861747535, 1128433.434877821 7376684.861747535))",SØ
809,"POLYGON ((1128433.434877821 7396684.861747535, 1128433.434877821 7406684.861747535, 1118433.434877821 7406684.861747535, 1118433.434877821 7396684.861747535, 1128433.434877821 7396684.861747535))",T
810,"POLYGON ((1128433.434877821 7406684.861747535, 1128433.434877821 7416684.861747535, 1118433.434877821 7416684.861747535, 1118433.434877821 7406684.861747535, 1128433.434877821 7406684.861747535))",ML
811,"POLYGON ((1128433.434877821 7416684.861747535, 1128433.434877821 7426684.861747535, 1118433.434877821 7426684.861747535, 1118433.434877821 7416684.861747535, 1128433.434877821 7416684.861747535))",DL
812,"POLYGON ((1128433.434877821 7426684.861747535, 1128433.434877821 7436684.861747535, 1118433.434877821 7436684.861747535, 1118433.434877821 7426684.861747535, 1128433.434877821 7426684.861747535))",ML
813,"POLYGON ((1128433.434877821 7436684.861747535, 1128433.434877821 7446684.861747535, 1118433.434877821 7446684.861747535, 1118433.434877821 7436684.861747535, 1128433.434877821 7436684.861747535))",DSG
814,"POLYGON ((1128433.434877821 7446684.861747535, 1128433.434877821 7456684.861747535, 1118433.434877821 7456684.861747535, 1118433.434877821 7446684.861747535, 1128433.434877821 7446684.861747535))",ML
815,"POLYGON ((1128433.434877821 7456684.861747535, 1128433.434877821 7466684.861747535, 1118433.434877821 7466684.861747535, 1118433.434877821 7456684.861747535, 1128433.434877821 7456684.861747535))",DSG
816,"POLYGON ((1128433.434877821 7466684.861747535, 1128433.434877821 7476684.861747535, 1118433.434877821 7476684.861747535, 1118433.434877821 7466684.861747535, 1128433.434877821 7466684.861747535))",HSL
817,"POLYGON ((1128433.434877821 7526684.861747535, 1128433.434877821 7536684.861747535, 1118433.434877821 7536684.861747535, 1118433.434877821 7526684.861747535, 1128433.434877821 7526684.861747535))",ML
818,"POLYGON ((1128433.434877821 7536684.861747535, 1128433.434877821 7546684.861747535, 1118433.434877821 7546684.861747535, 1118433.434877821 7536684.861747535, 1128433.434877821 7536684.861747535))",DSG
819,"POLYGON ((1128433.434877821 7546684.861747535, 1128433.434877821 7556684.861747535, 1118433.434877821 7556684.861747535, 1118433.434877821 7546684.861747535, 1128433.434877821 7546684.861747535))",ML
820,"POLYGON ((1128433.434877821 7556684.861747535, 1128433.434877821 7566684.861747535, 1118433.434877821 7566684.861747535, 1118433.434877821 7556684.861747535, 1128433.434877821 7556684.861747535))",ML
821,"POLYGON ((1128433.434877821 7566684.861747535, 1128433.434877821 7576684.861747535, 1118433.434877821 7576684.861747535, 1118433.434877821 7566684.861747535, 1128433.434877821 7566684.861747535))",ML
822,"POLYGON ((1128433.434877821 7576684.861747535, 1128433.434877821 7586684.861747535, 1118433.434877821 7586684.861747535, 1118433.434877821 7576684.861747535, 1128433.434877821 7576684.861747535))",ML
823,"POLYGON ((1128433.434877821 7586684.861747535, 1128433.434877821 7596684.861747535, 1118433.434877821 7596684.861747535, 1118433.434877821 7586684.861747535, 1128433.434877821 7586684.861747535))",ML
824,"POLYGON ((1128433.434877821 7596684.861747535, 1128433.434877821 7606684.861747535, 1118433.434877821 7606684.861747535, 1118433.434877821 7596684.861747535, 1128433.434877821 7596684.861747535))",ML
825,"POLYGON ((1128433.434877821 7606684.861747535, 1128433.434877821 7616684.861747535, 1118433.434877821 7616684.861747535, 1118433.434877821 7606684.861747535, 1128433.434877821 7606684.861747535))",ML
826,"POLYGON ((1128433.434877821 7616684.861747535, 1128433.434877821 7626684.861747535, 1118433.434877821 7626684.861747535, 1118433.434877821 7616684.861747535, 1128433.434877821 7616684.861747535))",ML
827,"POLYGON ((1128433.434877821 7626684.861747535, 1128433.434877821 7636684.861747535, 1118433.434877821 7636684.861747535, 1118433.434877821 7626684.861747535, 1128433.434877821 7626684.861747535))",DSG
828,"POLYGON ((1128433.434877821 7636684.861747535, 1128433.434877821 7646684.861747535, 1118433.434877821 7646684.861747535, 1118433.434877821 7636684.861747535, 1128433.434877821 7636684.861747535))",DSG
829,"POLYGON ((1128433.434877821 7646684.861747535, 1128433.434877821 7656684.861747535, 1118433.434877821 7656684.861747535, 1118433.434877821 7646684.861747535, 1128433.434877821 7646684.861747535))",HSL
830,"POLYGON ((1128433.434877821 7656684.861747535, 1128433.434877821 7666684.861747535, 1118433.434877821 7666684.861747535, 1118433.434877821 7656684.861747535, 1128433.434877821 7656684.861747535))",ML
831,"POLYGON ((1128433.434877821 7666684.861747535, 1128433.434877821 7676684.861747535, 1118433.434877821 7676684.861747535, 1118433.434877821 7666684.861747535, 1128433.434877821 7666684.861747535))",DSG
832,"POLYGON ((1128433.434877821 7676684.861747535, 1128433.434877821 7686684.861747535, 1118433.434877821 7686684.861747535, 1118433.434877821 7676684.861747535, 1128433.434877821 7676684.861747535))",DSG
833,"POLYGON ((1128433.434877821 7686684.861747535, 1128433.434877821 7696684.861747535, 1118433.434877821 7696684.861747535, 1118433.434877821 7686684.861747535, 1128433.434877821 7686684.861747535))",DSG
834,"POLYGON ((1128433.434877821 7696684.861747535, 1128433.434877821 7706684.861747535, 1118433.434877821 7706684.861747535, 1118433.434877821 7696684.861747535, 1128433.434877821 7696684.861747535))",DSG
835,"POLYGON ((1128433.434877821 7706684.861747535, 1128433.434877821 7716684.861747535, 1118433.434877821 7716684.861747535, 1118433.434877821 7706684.861747535, 1128433.434877821 7706684.861747535))",F
836,"POLYGON ((1128433.434877821 7716684.861747535, 1128433.434877821 7726684.861747535, 1118433.434877821 7726684.861747535, 1118433.434877821 7716684.861747535, 1128433.434877821 7716684.861747535))",DSG
837,"POLYGON ((1128433.434877821 7726684.861747535, 1128433.434877821 7736684.861747535, 1118433.434877821 7736684.861747535, 1118433.434877821 7726684.861747535, 1128433.434877821 7726684.861747535))",DSG
838,"POLYGON ((1128433.434877821 7736684.861747535, 1128433.434877821 7746684.861747535, 1118433.434877821 7746684.861747535, 1118433.434877821 7736684.861747535, 1128433.434877821 7736684.861747535))",DSG
839,"POLYGON ((1128433.434877821 7746684.861747535, 1128433.434877821 7756684.861747535, 1118433.434877821 7756684.861747535, 1118433.434877821 7746684.861747535, 1128433.434877821 7746684.861747535))",DSG
840,"POLYGON ((1128433.434877821 7756684.861747535, 1128433.434877821 7766684.861747535, 1118433.434877821 7766684.861747535, 1118433.434877821 7756684.861747535, 1128433.434877821 7756684.861747535))",HSL
841,"POLYGON ((1128433.434877821 7766684.861747535, 1128433.434877821 7776684.861747535, 1118433.434877821 7776684.861747535, 1118433.434877821 7766684.861747535, 1128433.434877821 7766684.861747535))",Y
842,"POLYGON ((1128433.434877821 7776684.861747535, 1128433.434877821 7786684.861747535, 1118433.434877821 7786684.861747535, 1118433.434877821 7776684.861747535, 1128433.434877821 7776684.861747535))",Y
843,"POLYGON ((1128433.434877821 7786684.861747535, 1128433.434877821 7796684.861747535, 1118433.434877821 7796684.861747535, 1118433.434877821 7786684.861747535, 1128433.434877821 7786684.861747535))",Y
844,"POLYGON ((1128433.434877821 7796684.861747535, 1128433.434877821 7806684.861747535, 1118433.434877821 7806684.861747535, 1118433.434877821 7796684.861747535, 1128433.434877821 7796684.861747535))",Y
845,"POLYGON ((1128433.434877821 7806684.861747535, 1128433.434877821 7816684.861747535, 1118433.434877821 7816684.861747535, 1118433.434877821 7806684.861747535, 1128433.434877821 7806684.861747535))",MSG
846,"POLYGON ((1128433.434877821 7816684.861747535, 1128433.434877821 7826684.861747535, 1118433.434877821 7826684.861747535, 1118433.434877821 7816684.861747535, 1128433.434877821 7816684.861747535))",MSG
847,"POLYGON ((1128433.434877821 7826684.861747535, 1128433.434877821 7836684.861747535, 1118433.434877821 7836684.861747535, 1118433.434877821 7826684.861747535, 1128433.434877821 7826684.861747535))",MSG
848,"POLYGON ((1128433.434877821 7836684.861747535, 1128433.434877821 7846684.861747535, 1118433.434877821 7846684.861747535, 1118433.434877821 7836684.861747535, 1128433.434877821 7836684.861747535))",F
849,"POLYGON ((1128433.434877821 7846684.861747535, 1128433.434877821 7856684.861747535, 1118433.434877821 7856684.861747535, 1118433.434877821 7846684.861747535, 1128433.434877821 7846684.861747535))",Y
850,"POLYGON ((1128433.434877821 7856684.861747535, 1128433.434877821 7866684.861747535, 1118433.434877821 7866684.861747535, 1118433.434877821 7856684.861747535, 1128433.434877821 7856684.861747535))",MSG
851,"POLYGON ((1128433.434877821 7866684.861747535, 1128433.434877821 7876684.861747535, 1118433.434877821 7876684.861747535, 1118433.434877821 7866684.861747535, 1128433.434877821 7866684.861747535))",Y
852,"POLYGON ((1128433.434877821 7876684.861747535, 1128433.434877821 7886684.861747535, 1118433.434877821 7886684.861747535, 1118433.434877821 7876684.861747535, 1128433.434877821 7876684.861747535))",HSL
853,"POLYGON ((1138433.434877821 7376684.861747535, 1138433.434877821 7386684.861747535, 1128433.434877821 7386684.861747535, 1128433.434877821 7376684.861747535, 1138433.434877821 7376684.861747535))",ML
854,"POLYGON ((1138433.434877821 7386684.861747535, 1138433.434877821 7396684.861747535, 1128433.434877821 7396684.861747535, 1128433.434877821 7386684.861747535, 1138433.434877821 7386684.861747535))",ML
855,"POLYGON ((1138433.434877821 7396684.861747535, 1138433.434877821 7406684.861747535, 1128433.434877821 7406684.861747535, 1128433.434877821 7396684.861747535, 1138433.434877821 7396684.861747535))",DSG
856,"POLYGON ((1138433.434877821 7406684.861747535, 1138433.434877821 7416684.861747535, 1128433.434877821 7416684.861747535, 1128433.434877821 7406684.861747535, 1138433.434877821 7406684.861747535))",DSG
857,"POLYGON ((1138433.434877821 7416684.861747535, 1138433.434877821 7426684.861747535, 1128433.434877821 7426684.861747535, 1128433.434877821 7416684.861747535, 1138433.434877821 7416684.861747535))",DSG
858,"POLYGON ((1138433.434877821 7426684.861747535, 1138433.434877821 7436684.861747535, 1128433.434877821 7436684.861747535, 1128433.434877821 7426684.861747535, 1138433.434877821 7426684.861747535))",DSG
859,"POLYGON ((1138433.434877821 7436684.861747535, 1138433.434877821 7446684.861747535, 1128433.434877821 7446684.861747535, 1128433.434877821 7436684.861747535, 1138433.434877821 7436684.861747535))",ML
860,"POLYGON ((1138433.434877821 7446684.861747535, 1138433.434877821 7456684.861747535, 1128433.434877821 7456684.861747535, 1128433.434877821 7446684.861747535, 1138433.434877821 7446684.861747535))",ML
861,"POLYGON ((1138433.434877821 7456684.861747535, 1138433.434877821 7466684.861747535, 1128433.434877821 7466684.861747535, 1128433.434877821 7456684.861747535, 1138433.434877821 7456684.861747535))",ML
862,"POLYGON ((1138433.434877821 7466684.861747535, 1138433.434877821 7476684.861747535, 1128433.434877821 7476684.861747535, 1128433.434877821 7466684.861747535, 1138433.434877821 7466684.861747535))",T
863,"POLYGON ((1138433.434877821 7476684.861747535, 1138433.434877821 7486684.861747535, 1128433.434877821 7486684.861747535, 1128433.434877821 7476684.861747535, 1138433.434877821 7476684.861747535))",HG
864,"POLYGON ((1138433.434877821 7526684.861747535, 1138433.434877821 7536684.861747535, 1128433.434877821 7536684.861747535, 1128433.434877821 7526684.861747535, 1138433.434877821 7526684.861747535))",ML
865,"POLYGON ((1138433.434877821 7536684.861747535, 1138433.434877821 7546684.861747535, 1128433.434877821 7546684.861747535, 1128433.434877821 7536684.861747535, 1138433.434877821 7536684.861747535))",T
866,"POLYGON ((1138433.434877821 7546684.861747535, 1138433.434877821 7556684.861747535, 1128433.434877821 7556684.861747535, 1128433.434877821 7546684.861747535, 1138433.434877821 7546684.861747535))",ML
867,"POLYGON ((1138433.434877821 7556684.861747535, 1138433.434877821 7566684.861747535, 1128433.434877821 7566684.861747535, 1128433.434877821 7556684.861747535, 1138433.434877821 7556684.861747535))",ML
868,"POLYGON ((1138433.434877821 7566684.861747535, 1138433.434877821 7576684.861747535, 1128433.434877821 7576684.861747535, 1128433.434877821 7566684.861747535, 1138433.434877821 7566684.861747535))",ML
869,"POLYGON ((1138433.434877821 7576684.861747535, 1138433.434877821 7586684.861747535, 1128433.434877821 7586684.861747535, 1128433.434877821 7576684.861747535, 1138433.434877821 7576684.861747535))",ML
870,"POLYGON ((1138433.434877821 7586684.861747535, 1138433.434877821 7596684.861747535, 1128433.434877821 7596684.861747535, 1128433.434877821 7586684.861747535, 1138433.434877821 7586684.861747535))",ML
871,"POLYGON ((1138433.434877821 7596684.861747535, 1138433.434877821 7606684.861747535, 1128433.434877821 7606684.861747535, 1128433.434877821 7596684.861747535, 1138433.434877821 7596684.861747535))",F
872,"POLYGON ((1138433.434877821 7606684.861747535, 1138433.434877821 7616684.861747535, 1128433.434877821 7616684.861747535, 1128433.434877821 7606684.861747535, 1138433.434877821 7606684.861747535))",ML
873,"POLYGON ((1138433.434877821 7616684.861747535, 1138433.434877821 7626684.861747535, 1128433.434877821 7626684.861747535, 1128433.434877821 7616684.861747535, 1138433.434877821 7616684.861747535))",ML
874,"POLYGON ((1138433.434877821 7626684.861747535, 1138433.434877821 7636684.861747535, 1128433.434877821 7636684.861747535, 1128433.434877821 7626684.861747535, 1138433.434877821 7626684.861747535))",ML
875,"POLYGON ((1138433.434877821 7636684.861747535, 1138433.434877821 7646684.861747535, 1128433.434877821 7646684.861747535, 1128433.434877821 7636684.861747535, 1138433.434877821 7636684.861747535))",DSG
876,"POLYGON ((1138433.434877821 7646684.861747535, 1138433.434877821 7656684.861747535, 1128433.434877821 7656684.861747535, 1128433.434877821 7646684.861747535, 1138433.434877821 7646684.861747535))",HSL
877,"POLYGON ((1138433.434877821 7656684.861747535, 1138433.434877821 7666684.861747535, 1128433.434877821 7666684.861747535, 1128433.434877821 7656684.861747535, 1138433.434877821 7656684.861747535))",ML
878,"POLYGON ((1138433.434877821 7666684.861747535, 1138433.434877821 7676684.861747535, 1128433.434877821 7676684.861747535, 1128433.434877821 7666684.861747535, 1138433.434877821 7666684.861747535))",ML
879,"POLYGON ((1138433.434877821 7676684.861747535, 1138433.434877821 7686684.861747535, 1128433.434877821 7686684.861747535, 1128433.434877821 7676684.861747535, 1138433.434877821 7676684.861747535))",ML
880,"POLYGON ((1138433.434877821 7686684.861747535, 1138433.434877821 7696684.861747535, 1128433.434877821 7696684.861747535, 1128433.434877821 7686684.861747535, 1138433.434877821 7686684.861747535))",DSG
